state,year,spircons,unrate,perinc,emppop,beertax,sobapt,mormon,mlda,dry,yngdrv,vmiles,breath,jaild,comserd,allmort,mrall,allnite,mralln,allsvn,a1517,mra1517,a1517n,mra1517n,a1820,a1820n,mra1820,mra1820n,a2124,mra2124,a2124n,mra2124n,aidall,mraidall,pop,pop1517,pop1820,pop2124,miles,unus,epopus,gspch,stabrv,region,reg,fatal,fatal1517,fatal1820,fatal2124,fatal1517n,fatal1820n,fatal2124n,perincK
MD,1984,2.3199999,5.4000001,16313.187,64.537712,.22197802,3.0455401,.35923901,21,1.13394,.212863,7289.4883,1,0,0,643,.00014785001,142,.000032651202,86,48,.000215247,10,.000044843,62,15,.00027019979,.000065370921,109,.000346032,43,.000136508,180.07001,.000041405001,4349002,222999.63,229459.84,314999.78,31702,7.5,59.500004,.067113273,MD,E,E,1.4785,2.1524699,2.7019978,3.46032,.44843,.65370923,1.36508,16.313187
MD,1985,2.26,4.5999999,16921.609,64.550903,.21398306,3.05704,.37579399,21,1.12284,.215297,7590.4097,1,0,0,729,.00016598401,141,.000032103799,85,39,.000179724,6,.00002765,90,32,.00039609367,.0001408333,123,.000389241,41,.000129747,188.84,.000042996999,4391989.5,216999.41,227218.98,315999.59,33337,7.1999998,60.100002,.055424232,MD,E,E,1.6598401,1.79724,3.9609368,3.89241,.27649999,1.4083331,1.29747,16.92161
MD,1986,2.1300001,4.5,17475.748,66.244102,.20846234,3.0685799,.39311099,21,1.10738,.176037,7826.7046,1,0,0,784,.00017574499,174,.000039004699,106,56,.00026540301,13,.000061610997,75,27,.00033333333,.00012,132,.00044897999,55,.000187075,197.08,.000044177999,4461009,210999.88,225000,293999.75,34915,7,60.700001,.055967975,MD,E,E,1.75745,2.6540301,3.3333333,4.4898,.61610997,1.1999999,1.87075,17.475748
MD,1987,2.0999999,4.1999998,18167,66.695656,.20200001,3.0801599,.41122699,21,1.0915101,.170368,8046.9751,1,0,0,814,.000179493,172,.000037927199,101,53,.000256039,17,.000082125996,90,23,.00040541001,.000103604,118,.00040830401,41,.00014186899,170.00999,.000037488,4534996,206999.72,221997.48,289000.34,36493,6.1999998,61.5,.071835242,MD,E,E,1.79493,2.56039,4.0541,4.0830402,.82125998,1.0360399,1.41869,18.167
MD,1988,1.98,4.5,18755.533,66.685646,.19441772,3.0917799,.430177,21,1.0915101,.17234799,8112.9458,1,0,0,782,.000169191,150,.000032453499,92,50,.000253807,7,.000035533001,80,25,.00037383,.000116822,100,.00032258101,31,.000099999997,158.00999,.000034186,4621995.5,197000.08,214001.02,309999.66,37498,5.5,62.300003,.054407675,MD,E,E,1.69191,2.53807,3.7383001,3.2258101,.35533002,1.1682199,1,18.755533
MA,1982,2.46,7.9000001,15215.99,62.052666,.28639618,0,.1,20,1.8111399,.190607,6380.0508,0,0,0,659,.000114669,169,.000029406599,108,76,.00026206899,15,.000051724001,92,33,.00027708142,.000099387893,109,.00024439499,45,.000100897,344.76999,.000059991999,5746976,289999.97,332032.38,445999.31,36666,9.6999998,57.799999,-.0017325098,MA,E,E,1.14669,2.6206899,2.7708142,2.4439499,.51723999,.9938789,1.00897,15.21599
MA,1983,2.4200001,6.9000001,15801.605,61.985691,.27522936,0,.1,20,1.80021,.18608201,6510.7397,0,0,0,651,.000112903,198,.000034339198,131,59,.00020922,12,.000042553002,85,48,.00026127824,.00014754536,109,.000247166,55,.000124717,221.52,.000038418999,5766011.5,281999.81,325323.69,440999.16,37541,9.6000004,57.900002,.067738175,MA,E,E,1.12903,2.0922,2.6127825,2.4716599,.42553002,1.4754536,1.24717,15.801605
MA,1984,2.46,4.8000002,16735.164,64.331635,.26373625,0,.1,20,2.2421501,.179802,6646.5908,0,0,0,666,.000114867,181,.0000312177,130,58,.000211679,13,.000047444999,101,43,.00031686219,.00013490173,119,.000273563,48,.000110345,210.57001,.000036318001,5798010,273999.78,318750.56,435000.34,38537,7.5,59.500004,.083912082,MA,E,E,1.14867,2.1167901,3.168622,2.73563,.47444999,1.3490173,1.1034499,16.735165
MA,1985,2.4000001,3.9000001,17271.186,64.644905,.25423729,0,.1,20.5,2.3103199,.173664,6818.2964,0,0,0,742,.000127448,176,.0000302302,105,64,.00023970001,10,.000037452999,103,35,.0003298003,.00011206806,101,.000237089,44,.000103286,188.42999,.000032364998,5821982,267000.41,312310.22,426000.38,39696,7.1999998,60.100002,.055113122,MA,E,E,1.27448,2.3970001,3.298003,2.3708899,.37452999,1.1206806,1.03286,17.271185
MA,1986,2.2,3.8,18145.512,64.453209,.24767801,0,.1,21,1.80007,.17099901,7027.9644,0,0,0,752,.00012890001,190,.000032567699,123,72,.00027169799,27,.000101887,80,29,.0002614379,.00009477124,109,.000282383,47,.000121762,187.3,.000032103999,5833979.5,265000.13,306000,386000.56,41001,7,60.700001,.060269162,MA,E,E,1.289,2.71698,2.6143789,2.8238299,1.01887,.94771242,1.21762,18.145512
MA,1987,2.26,3.2,19050,65.118813,.23999999,0,.1,21,1.79361,.162926,7225.436,0,0,0,689,.000117677,163,.0000278395,110,67,.00026378001,14,.000055117998,94,36,.00031757,.000121622,80,.000214477,38,.000101877,176.03999,.000030067,5855010,253999.55,295997.75,373000.38,42305,6.1999998,61.5,.074593067,MA,E,E,1.17677,2.6378,3.1756999,2.1447699,.55118001,1.21622,1.01877,19.049999
MA,1988,2.1500001,3.3,20034.648,66.175194,.23099133,0,.1,21,1.79361,.155174,7358.4727,0,0,0,725,.00012311101,165,.000028018299,106,48,.000202532,9,.000037975002,92,37,.00033576999,.000135036,86,.00021608001,34,.000085426997,204.22,.000034676999,5888994,236999.59,273997.09,398000.72,43334,5.5,62.300003,.057707433,MA,E,E,1.2311101,2.0253201,3.3576999,2.1608,.37975001,1.3503599,.85426998,20.034649
MI,1982,1.88,15.5,13247.017,53.538643,.54565394,.62480998,.2,21,0,.243818,6712.7432,1,0,0,1392,.000152682,392,.000042996598,225,89,.00018016199,24,.000048582999,178,84,.0003437775,.00016223207,169,.000246715,81,.000118248,496.14001,.000054419001,9116988,493999.84,517776.75,685000.88,61200,9.6999998,57.799999,-.080663174,MI,MW,MW,1.5268199,1.8016199,3.4377749,2.46715,.48582998,1.6223207,1.18248,13.247017
MI,1983,1.87,14.2,13606.651,54.74844,.52437842,.6376,.2,21,0,.237244,6721.3281,1,0,0,1314,.000145129,345,.000038104699,200,110,.00023206801,17,.000035865,163,75,.00032217748,.00014824118,179,.00026836601,78,.000116942,492.70999,.000054419001,9054014,473999,505932.31,666999.5,60855,9.6000004,57.900002,.047230832,MI,MW,MW,1.45129,2.3206801,3.2217748,2.68366,.35865,1.4824117,1.16942,13.606651
MI,1984,1.87,11.2,14317.582,57.244553,.50248128,.65064001,.2,21,0,.243742,7007.0708,1,0,0,1531,.00016902199,334,.000036873502,191,122,.00026521701,26,.000056522,174,58,.00035197107,.00011732369,196,.00029878001,74,.000112805,547.53003,.000060447001,9057993,460000.66,494358.81,656001.06,63470,7.5,59.500004,.071540773,MI,MW,MW,1.69022,2.6521702,3.5197108,2.9878001,.56522,1.1732368,1.12805,14.317582
MI,1985,1.84,9.8999996,14830.509,57.697971,.48438346,.66395998,.2,21,0,.219419,7416.5762,1,0,0,1545,.000170004,302,.000033230601,165,106,.000232967,19,.000041758001,168,53,.00034779005,.00010971948,179,.000278383,64,.000099532997,423.76001,.000046628,9088021,455000.06,483050.06,642999.06,67402,7.1999998,60.100002,.046639938,MI,MW,MW,1.70004,2.32967,3.4779005,2.7838299,.41758001,1.0971948,.99532998,14.830509
MI,1986,1.75,8.8000002,15278.638,58.407467,.47188646,.67755002,.2,21,0,.191912,7829.5234,1,0,0,1605,.000175621,334,.000036546699,200,147,.000314103,30,.000064102998,176,72,.00037288136,.00015254237,189,.000307818,64,.000104235,498.31,.000054525,9138998,467999.34,472000,613999.19,71554,7,60.700001,.038738418,MI,MW,MW,1.75621,3.1410301,3.7288136,3.0781801,.64102995,1.5254238,1.0423499,15.278638
MI,1987,1.65,8.1999998,15418,59.948055,.45725799,.69141001,.2,21,0,.186721,8228.915,1,0,0,1597,.000173587,333,.000036195699,177,138,.00029934899,17,.000036876001,169,47,.00036501,.000101512,180,.00029850699,61,.000101161,487.37,.000052975,9199998,461000.38,463001.03,603000.94,75706,6.1999998,61.5,.01762701,MI,MW,MW,1.73587,2.99349,3.6501,2.98507,.36876002,1.01512,1.01161,15.418
MI,1988,1.62,7.5999999,15930.702,60.246841,.44009432,.70556003,.2,21,0,.175254,8430.6465,1,0,0,1704,.000184416,359,.000038852799,200,115,.00026136401,17,.000038636001,176,62,.00039818999,.000140271,192,.00032053399,75,.000125209,551.13,.000059646001,9239979,439999.38,442000.06,599000.44,77899,5.5,62.300003,.032574914,MI,MW,MW,1.84416,2.6136401,3.9819,3.2053399,.38636002,1.4027101,1.25209,15.930702
MN,1982,2.1300001,7.8000002,13781.623,65.081436,.34606203,.1,.2,19,0,.19983301,7059.2637,1,0,0,571,.000138156,138,.000033389799,83,36,.00016901401,14,.000065728003,65,26,.00028040193,.00011216077,96,.000306709,39,.00012460101,164.60001,.000039826999,4133009,213000.09,231810.09,313000.28,29176,9.6999998,57.799999,-.020770092,MN,MW,MW,1.38156,1.69014,2.8040192,3.06709,.65728003,1.1216077,1.2460101,13.781623
MN,1983,2.1099999,8.1999998,13840.597,64.764992,.33256879,.1,.2,19,0,.19182099,7494.0747,1,0,0,555,.000133896,124,.000029916,75,40,.00019704401,13,.000064038999,76,27,.00033486474,.0001189651,82,.00026537199,32,.00010356,178.565,.000043079999,4145008,203000.34,226957.31,309000.22,31063,9.6000004,57.900002,.020334311,MN,MW,MW,1.3389599,1.97044,3.3486474,2.6537199,.64038998,1.189651,1.0355999,13.840597
MN,1984,2.0599999,6.3000002,14734.066,67.181961,.3186813,.1,.2,19,0,.178974,7644.9663,1,0,0,582,.000139803,108,.000025943,61,48,.00024489799,10,.000051020001,93,27,.00041853034,.00012150881,75,.00024671099,21,.000069078997,208.15601,.000050000999,4163000.8,195999.97,222206.11,303999.44,31826,7.5,59.500004,.085408062,MN,MW,MW,1.39803,2.4489799,4.1853032,2.4671099,.51020002,1.2150881,.69078994,14.734066
MN,1985,2.04,6,14983.051,66.976295,.30720338,.1,.2,19,0,.175171,7795.873,1,0,0,608,.000145004,128,.000030527,81,45,.000233161,9,.000046632002,74,29,.00034014488,.00013330001,74,.00025170101,29,.000098639,160.48599,.000038275,4192987.8,192999.69,217554.36,293999.63,32688,7.1999998,60.100002,.020359876,MN,MW,MW,1.45004,2.33161,3.4014487,2.5170102,.46632001,1.3330001,.98638999,14.98305
MN,1986,1.78,5.3000002,15464.396,66.761543,.2992776,.1,.2,19.67,0,.164709,8053.1763,1,0,0,571,.000135533,121,.000028721,74,50,.000255102,7,.000035714002,89,34,.00041784038,.00015962441,63,.000235075,25,.000093283998,162.80499,.000038643,4212996,196000.03,213000,267999.56,33928,7,60.700001,.035006464,MN,MW,MW,1.35533,2.5510199,4.1784039,2.35075,.35714,1.5962441,.93283999,15.464396
MN,1987,1.8099999,5.4000001,15910,66.885551,.31625,.1,.2,21,0,.153883,8282.3594,1,0,0,530,.000124823,113,.000026612999,60,58,.00030687801,11,.000058201,55,13,.00026699001,.000063107,63,.000243243,25,.000096525,141.75,.000033384,4246012.5,189000.19,206000.22,259000.25,35167,6.1999998,61.5,.036332615,MN,MW,MW,1.24823,3.0687799,2.6699002,2.43243,.58200997,.63107002,.96525002,15.91
MN,1988,1.73,4,16048.123,68.898483,.32098171,.1,.2,21,0,.14443301,8462.2549,1,0,0,612,.000142094,112,.000026004,65,44,.00024309399,15,.000082872997,81,27,.00042187001,.00014062499,79,.00029368,28,.000104089,158.077,.000036702,4307008,180999.95,192002.27,269000.28,36447,5.5,62.300003,.039181598,MN,MW,MW,1.4209399,2.4309399,4.2186999,2.9368,.82872999,1.4062499,1.04089,16.048122
MS,1982,1.5,11,9553.6992,52.205074,1.1459428,30.09,.30000001,21,19.875299,.208189,6679.4009,0,0,0,730,.000284379,134,.000052201001,79,46,.00031944399,11,.000076388998,81,24,.00053656567,.00015898242,102,.00053125003,29,.000151042,276,.000107519,2566996.8,144000.2,150960.09,191999.98,17146,9.6999998,57.799999,-.020420199,MS,S,S,2.8437901,3.1944399,5.3656569,5.3125005,.76388997,1.5898242,1.51042,9.5536995
MS,1983,1.47,12.6,9513.7617,50.876228,1.1012615,30.035101,.30000001,21,20.031,.207436,6891.9883,1,0,0,715,.00027680999,116,.000044909,71,50,.00035971199,11,.000079136997,76,14,.00050680124,.000093358125,95,.00048969098,22,.000113402,125.053,.000048414,2582999.3,139000.09,149960.17,193999.89,17802,9.6000004,57.900002,.0013883621,MS,S,S,2.7681,3.59712,5.0680122,4.8969097,.79136997,.93358123,1.13402,9.5137615
MS,1984,1.42,10.8,9792.3076,52.065216,1.0552747,29.9804,.30000001,21,20,.19932801,7098.54,1,0,0,679,.00026135499,102,.000039261002,65,40,.00029411801,6,.000044117998,82,27,.00055045792,.00018124834,76,.000389744,14,.000071795002,434,.000167052,2597999,135999.83,148966.89,194999.8,18442,7.5,59.500004,.067245856,MS,S,S,2.6135499,2.9411802,5.5045791,3.89744,.44117999,1.8124834,.71795005,9.7923079
MS,1985,1.36,10.3,9797.6699,54.209114,1.0766314,29.925699,.30000001,21,19.885201,.19323599,7321.0967,1,0,0,662,.00025334899,102,.000039036,68,37,.00027611901,6,.000044775999,72,17,.00048655167,.00011488025,101,.00052604201,20,.000104167,379.89499,.000145386,2612996.5,134000.19,147980.17,191999.88,19130,7.1999998,60.100002,.0024291624,MS,S,S,2.5334899,2.7611902,4.8655167,5.2604203,.44775999,1.1488025,1.04167,9.7976704
MS,1986,1.27,11.7,9996.9043,54.574638,1.065387,29.871201,.30000001,21,18.639999,.185524,7489.3237,1,0,0,771,.00029382599,132,.000050305,79,55,.00039285701,6,.000042856998,85,25,.00057823129,.00017006803,91,.00052906998,24,.000139535,464.97699,.000177202,2624002,140000.05,147000,171999.94,19652,7,60.700001,.0061582769,MS,S,S,2.9382598,3.92857,5.7823129,5.2907,.42856997,1.7006803,1.39535,9.9969044
MS,1987,1.23,10.2,10303,55.087906,.96030003,29.8167,.30000001,21,17.264799,.17562599,7684.9521,1,0,0,756,.00028800001,119,.000045332999,78,48,.00034532399,9,.000064747997,85,20,.00059027999,.00013888899,95,.00056886201,21,.00012574899,464.39999,.00017691401,2625000,138999.91,143999.45,167000.08,20173,6.1999998,61.5,.013172772,MS,S,S,2.8800001,3.4532399,5.9028001,5.6886201,.64747995,1.3888899,1.2574899,10.303
MS,1988,1.23,8.3999996,10698.749,55.461292,.92425412,29.7624,.30000001,21,17.264799,.161036,8413.373,1,0,0,722,.00027557299,106,.000040457999,63,45,.00033333301,7,.000051851999,72,11,.00054962002,.000083968996,84,.00048554901,22,.00012716799,450,.00017175599,2619995.5,135000.13,130999.59,173000.05,22043,5.5,62.300003,.048469964,MS,S,S,2.7557299,3.3333302,5.4962001,4.8554902,.51852,.83968997,1.27168,10.698749
MO,1982,1.27,9.1999998,12968.974,56.509995,.34661219,14.3842,.46661001,21,0,.207461,7082.7588,0,0,0,890,.000180089,220,.000044516,134,79,.00032244899,22,.000089795998,120,43,.00044372297,.00015900073,122,.000341737,46,.000128852,337.45801,.000068283996,4942001,244999.98,270439,356999.69,35003,9.6999998,57.799999,-.020758947,MO,MW,MW,1.80089,3.2244899,4.4372296,3.4173701,.89796001,1.5900073,1.28852,12.968973
MO,1983,1.27,9.8999996,13186.927,56.706013,.33309749,14.4771,.50397003,21,0,.20118099,7363.0737,0,0,0,911,.000183558,227,.000045738001,130,64,.00027234,17,.000072340001,102,44,.00038426404,.00016576095,112,.000315493,47,.00013239399,351.85001,.000070895003,4963009,235000.38,265442.47,354999.94,36543,9.6000004,57.900002,.04598777,MO,MW,MW,1.83558,2.7233999,3.8426404,3.1549301,.7234,1.6576096,1.3239399,13.186927
MO,1984,1.27,7.1999998,13727.473,58.599575,.31918791,14.5707,.54431999,21,0,.18723901,7705.4458,0,0,0,967,.000193361,203,.000040592,106,65,.000286344,15,.000066079003,131,47,.00050280523,.00018039576,138,.00039204501,48,.000136364,337.435,.000067473004,5001008.5,226999.69,260538.27,352000.41,38535,7.5,59.500004,.071163028,MO,MW,MW,1.9336101,2.86344,5.0280523,3.9204502,.66079003,1.8039576,1.3636401,13.727472
MO,1985,1.35,6.4000001,14033.898,61.064053,.30769175,14.6649,.58789003,21,0,.18418799,7811.4824,0,0,0,931,.000185126,200,.000039768998,126,69,.00030803599,12,.000053570999,105,34,.00041059786,.00013295549,130,.00037790701,45,.00013081401,287.89099,.000057246001,5029007,223999.8,255724.67,343999.97,39284,7.1999998,60.100002,.025153233,MO,MW,MW,1.8512601,3.0803599,4.1059785,3.7790701,.53570998,1.3295549,1.30814,14.033898
MO,1986,1.37,6.0999999,14368.421,62.454212,.29975337,14.7597,.63496,21,0,.177048,8161.917,0,0,0,1129,.00022294599,237,.000046801,138,97,.00041810301,24,.000103448,138,57,.00054980081,.00022709163,153,.00049196102,52,.000167203,351.65399,.000069442001,5064006.5,232000.25,251000,311000.25,41332,7,60.700001,.027251193,MO,MW,MW,2.22946,4.1810303,5.4980083,4.91961,1.03448,2.2709162,1.6720301,14.368421
MO,1987,1.4,6.3000002,14648,62.73597,.290461,14.8551,.68580002,21,0,.163764,8500.7051,0,0,0,1044,.000204586,209,.000040956002,126,94,.000406926,16,.000069264002,98,23,.00039999999,.000093877999,125,.00041118401,38,.00012500001,324.70801,.000063631,5102988.5,231000.23,245000,304000.16,43379,6.1999998,61.5,.034354776,MO,MW,MW,2.0458601,4.0692601,4,4.1118402,.69264001,.93878001,1.25,14.648
MO,1988,1.3200001,5.6999998,14871.992,62.766232,.27955824,14.9511,.74070001,21,0,.151574,8864.0469,0,0,0,1103,.00021455,237,.000046100002,147,70,.00031390099,15,.000067264999,129,37,.00057079998,.00016371701,150,.00047923299,61,.00019488799,350.867,.000068248999,5140992.5,223000.25,225998.61,313000.16,45570,5.5,62.300003,.024679538,MO,MW,MW,2.1454999,3.13901,5.7079997,4.7923298,.67264998,1.6371701,1.94888,14.871992
MT,1982,1.92,8.6000004,12033.413,61.224491,.34644747,1.1806999,3.3,19,0,.221545,8284.4736,0,1,0,254,.00031552801,50,.000062111998,32,26,.00063414598,8,.000195122,38,12,.00089785439,.00028353295,51,.00087931001,9,.00015517201,95.543999,.000118689,804999.81,41000.023,42323.121,58000.023,6668.9995,9.6999998,57.799999,-.043173052,MT,W,W,3.1552801,6.3414598,8.9785442,8.7931004,1.95122,2.8353295,1.55172,12.033413
MT,1983,1.86,8.8000002,11954.129,60.402687,.33293921,1.2232,3.3,19,0,.22548699,8800.2402,0,1,0,286,.00035049001,77,.000094363,54,15,.000375,6,.00015000001,31,11,.00074758794,.00026527312,49,.00084482803,12,.00020689701,112.641,.00013804001,816000.44,40000,41466.695,57999.969,7181,9.6000004,57.900002,-.006337285,MT,W,W,3.5049,3.75,7.4758792,8.4482803,1.5000001,2.6527312,2.06897,11.954129
MT,1984,1.75,7.4000001,11906.594,62.229614,.31903625,1.2672,3.3,19,0,.223629,8974.4863,0,1,0,238,.00028918599,44,.000053463002,24,20,.000526316,2,.000052632,41,12,.0010091662,.00029536572,24,.000421053,6,.000105263,91.903,.000111669,822999.75,37999.984,40627.598,56999.949,7386,7.5,59.500004,-.012710436,MT,W,W,2.89186,5.2631598,10.091662,4.2105298,.52631998,2.9536572,1.0526301,11.906593
MT,1985,1.67,7.6999998,11669.491,62.023216,.31907839,1.3128999,3.3,19,0,.208701,9167.0781,0,1,0,223,.00026997601,56,.000067797002,32,15,.00040540501,7,.000189189,20,12,.00050244335,.00030146603,27,.00048214299,10,.000178571,94.602997,.000114532,825999.31,37000.035,39805.484,55999.984,7572,7.1999998,60.100002,-.051061194,MT,W,W,2.6997602,4.05405,5.0244336,4.8214297,1.8918899,3.0146604,1.7857101,11.669491
MT,1986,1.54,8.1000004,12076.367,62.333332,.32208154,1.3602,3.3,19,0,.187299,9575.2813,0,1,0,222,.00027172599,30,.000036720001,17,16,.000421053,2,.000052632,30,9,.00076923077,.00023076923,24,.00047999999,2,.000039999999,69.935997,.000085601001,816999.5,37999.965,39000,50000,7823,7,60.700001,.026526649,MT,W,W,2.7172599,4.2105298,7.6923075,4.7999997,.52631998,2.3076923,.39999998,12.076367
MT,1987,1.46,7.4000001,12291,62.541805,.3238,1.4092,3.3,20.33,0,.17566501,9980.2236,0,1,0,234,.000289246,54,.000066749002,32,17,.00047222199,3,.000083332998,26,12,.0007027,.00032432401,35,.00072916702,10,.000208333,77.864998,.000096247997,808999.94,36000.02,37000.141,47999.977,8074.0005,6.1999998,61.5,-.062229767,MT,W,W,2.8924601,4.7222199,7.027,7.2916703,.83332998,3.2432401,2.0833302,12.291
MT,1988,1.4400001,6.8000002,12383.061,62.91946,.32291049,1.4599,3.3,21,0,.16292,10109.327,0,1,0,198,.00024596299,49,.000060869999,35,20,.00057142897,2,.000057142999,13,3,.00038235,.000088235,20,.000434783,7,.00015217401,73.125,.000090838999,804999.19,34999.977,34000.262,45999.961,8138,5.5,62.300003,-.004257434,MT,W,W,2.45963,5.7142897,3.8234999,4.3478298,.57142997,.88234997,1.5217401,12.38306
NE,1982,1.59,6.0999999,13192.124,63.659794,.37589499,.6566,.42640999,20,.03774,.22048,7191.8267,1,0,0,261,.000164151,46,.000028930999,25,14,.000181818,4,.000051948002,34,9,.00038758529,.00010259611,31,.0002605,9,.00007563,90.448997,.000056886001,1589999.4,77000.078,87722.625,119001.91,11435,9.6999998,57.799999,-.039298266,NE,MW,MW,1.64151,1.8181801,3.8758528,2.605,.51947999,1.025961,.75629997,13.192124
NE,1983,1.51,5.6999998,12919.725,63.597614,.36123854,.6868,.44025999,20,.037590001,.212074,7226.7979,1,0,0,255,.000159774,67,.000041980002,29,17,.00022972999,6,.000081081002,38,19,.00044327922,.00022163961,42,.00035896999,16,.000136752,70.903999,.000044426,1596004.3,73999.914,85724.75,117001.42,11534,9.6000004,57.900002,-.024469884,NE,MW,MW,1.5977401,2.2972999,4.4327922,3.5897,.81081003,2.2163961,1.36752,12.919724
NE,1984,1.45,4.4000001,13540.659,64.546227,.34615386,.71850002,.45456001,20,.037379999,.192238,26148.271,1,0,0,285,.00017756999,44,.000027414,23,28,.00039436601,6,.000084507003,27,11,.00032230196,.0001313082,37,.00032173999,9,.000078261,63.360001,.000039477,1605000.9,71000.031,83772.375,114999.7,41968,7.5,59.500004,.078349754,NE,MW,MW,1.7757,3.94366,3.2230196,3.2173998,.84507,1.313082,.78261,13.540659
NE,1985,1.4299999,5.5,13735.17,64.961639,.36943856,.75160003,.46932,21,.03692,.194537,7505.6245,1,0,0,237,.00014757201,48,.000029888,30,18,.00026087,6,.000086956999,28,10,.00034202877,.00012215313,28,.00025225,14,.000126126,60.514999,.000037680999,1605995.6,68999.883,81864.461,111000.99,12054,7.1999998,60.100002,.018442394,NE,MW,MW,1.47572,2.6087,3.4202876,2.5225,.86957002,1.2215313,1.26126,13.73517
NE,1986,1.29,5,13971.104,65.479218,.46439627,.78619999,.48457,21,.037110001,.18893801,7867.9663,1,0,0,290,.00018147699,68,.000042553002,40,23,.000323944,4,.000056338002,40,15,.00050000002,.0001875,46,.00045545,24,.000237624,78.75,.000049279999,1597998.8,70999.93,80000,100999.01,12573,7,60.700001,.0077134175,NE,MW,MW,1.81477,3.23944,5,4.5545001,.56338,1.875,2.37624,13.971105
NE,1987,1.26,4.9000001,14300,65.313026,.46687499,.82249999,.50029999,21,.0372,.18093801,8212.6855,1,0,0,297,.000186324,54,.000033877001,36,35,.000492958,2,.000028169001,35,12,.00045455,.000155844,37,.00038144001,16,.000164948,67.891998,.000042592001,1593997.5,70999.961,76999.227,97000.836,13091,6.1999998,61.5,-.027711665,NE,MW,MW,1.86324,4.9295802,4.5454998,3.8144002,.28169,1.55844,1.64948,14.3
NE,1988,1.24,3.5999999,14219.441,66.358284,.49807507,.86040002,.51656002,21,.0372,.16237199,8368.8965,1,0,0,261,.000162921,55,.000034331999,35,22,.00031884099,4,.000057970999,33,11,.00046479001,.00015493001,23,.00023232,10,.00010101,90.514,.000056501001,1602003.4,68999.914,70999.805,99001.375,13407,5.5,62.300003,.031436056,NE,MW,MW,1.62921,3.1884098,4.6479001,2.3232,.57971001,1.5493001,1.0101,14.219441
NV,1982,4.9000001,10.1,14914.081,65.957443,.16109785,2.0229001,6.3970199,21,0,.192366,7304.1089,0,0,0,280,.000318907,53,.000060364,34,9,.000214286,1,.00002381,39,16,.00092857145,.00038095238,50,.00078125001,12,.0001875,96.342003,.000109729,877998.94,41999.945,42000,64000,6413,9.6999998,57.799999,-.029706942,NV,W,W,3.18907,2.1428599,9.2857141,7.8125,.23810001,3.8095238,1.875,14.914081
NV,1983,4.75,9.8000002,14863.532,65.275711,.19997133,2.0344999,6.15944,21,0,.191312,7661.085,1,1,1,253,.00028205101,41,.000045707999,25,12,.00029268299,1,.000024389999,32,8,.00076190475,.00019047619,27,.00042187001,8,.00012500001,57.918999,.000064569998,897000.88,40999.992,42000,64000.758,6872,9.6000004,57.900002,.037215538,NV,W,W,2.8205101,2.9268298,7.6190476,4.2186999,.2439,1.9047619,1.25,14.863532
NV,1984,4.6500001,7.8000002,15214.286,66.763008,.22252747,2.0460999,5.9306998,21,0,.19236401,7995.6494,1,1,1,249,.00027153801,27,.000029444,19,13,.00033333301,3,.000076923003,24,5,.00057142857,.00011904762,32,.00049230998,7,.000107692,59.230999,.000064592001,916998.69,39000.039,42000,64999.699,7332,7.5,59.500004,.052199695,NV,W,W,2.7153802,3.3333302,5.7142859,4.9231,.76923001,1.1904762,1.07692,15.214286
NV,1985,4.4000001,8,15564.618,66.019417,.21451271,2.0578001,5.7104402,21,0,.16575401,8083.3218,1,1,1,259,.000276709,44,.000047009002,24,11,.00028205101,3,.000076923003,20,8,.00047619047,.00019047619,38,.00058461999,8,.000123077,67.328003,.000071932001,936001.31,39000.039,42000,64999.488,7566,7.1999998,60.100002,.056431044,NV,W,W,2.7670901,2.8205101,4.7619047,5.8462,.76923001,1.9047619,1.23077,15.564618
NV,1986,4.1199999,6,15976.265,67.842606,.20897833,2.0696001,5.4983702,21,0,.16007701,8253.3477,1,1,1,233,.00024095101,45,.000046535999,28,12,.00029268299,2,.000048779999,30,9,.00071428571,.00021428571,32,.00051613001,13,.000209677,69.907997,.000072294002,967001.56,40999.992,42000,61999.883,7981,7,60.700001,.056190029,NV,W,W,2.4095101,2.9268298,7.1428571,5.1613002,.4878,2.1428571,2.09677,15.976265
NV,1987,4.0100002,6.3000002,16412,68.235298,.2025,2.0813999,5.2941699,21,0,.15541901,8337.6445,1,1,1,262,.00026017899,45,.000044687,26,13,.00030952401,3,.000071429,22,5,.00051162997,.000116279,30,.00048387001,10,.00016128999,68.771004,.000068292997,1006999.1,41999.973,42999.828,62000.121,8396,6.1999998,61.5,.071357094,NV,W,W,2.60179,3.0952401,5.1162996,4.8387003,.71429002,1.1627899,1.6128999,16.412001
NV,1988,3.8900001,5.1999998,16853.705,69.25,.19489895,2.0933001,5.0975599,21,0,.13614701,8528.4551,1,1,1,286,.000271347,46,.000043642998,32,8,.000195122,1,.000024389999,24,7,.00058537,.000170732,42,.00063636003,9,.000136364,75.350998,.000071490998,1054001,40999.988,40999.711,66000.375,8989,5.5,62.300003,.10492004,NV,W,W,2.71347,1.95122,5.8537002,6.3636003,.2439,1.7073201,1.3636401,16.853704
